,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmean1,tmean2,tmean3,tmean4,tmean5,tmean6,tmean7,tmean8,tmean9,tmean10,dtr1,dtr2,dtr3,dtr4,dtr5,dtr6,dtr7,dtr8,dtr9,dtr10,PrecTotalAvg,TminTotalAvg,TmaxTotalAvg,TmeanTotalAvg,DtrTotalAvg,PrecTotal,TminTotal,TmaxTotal,TmeanTotal,DtrTotal,year,ASNM,LUMINOSID,pH_avg,org_avg,franco_L1,arcilloso_L1,limoso_L1,arenoso_L1,cascajoso_L1,franco_L2,arcilloso_L2,limoso_L2,arenoso_L2,cascajoso_L2,franco_L3,arcilloso_L3,limoso_L3,arenoso_L3,cascajoso_L3,segme,score
71,160.9882794,194.3528802,282.9828003,236.3908807,226.7193213,235.5340405,188.6559204,144.7379602,269.399917,324.953241,16.92879997,16.89092003,16.74459984,16.95907997,16.83215996,16.63511986,16.50291992,16.48316006,16.30687996,16.18803993,26.15480019,25.87951996,25.73227989,25.86812012,25.49683975,25.44075996,26.25059982,26.04967979,25.27671997,24.73631996,21.5418005,21.38522053,21.23844051,21.41359997,21.16449928,21.03794003,21.37675953,21.26642036,20.79179955,20.46218014,9.225999832,8.988599777,8.987680435,8.909040451,8.664680481,8.805639267,9.747678757,9.566520691,8.969841003,8.548280716,226,16,25,21,9,2264,166,256,211,90,2011,1598,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,78.25
72,153.1175195,179.7208801,265.6152399,227.2872406,213.3392786,208.1977582,166.4490808,133.8796396,245.4199591,294.2115186,16.23867985,16.1137199,16.03991997,16.19828011,16.13324001,15.83095997,15.72664001,15.66799999,15.53967999,15.43552002,24.87535995,24.58368004,24.29903999,24.55084,24.23624016,24.28075989,24.8726001,24.79915993,23.82456009,23.33512016,20.55702019,20.34869957,20.16948032,20.37456036,20.18474007,20.05586004,20.29962015,20.23358011,19.68211985,19.38531971,8.636680603,8.469959259,8.259119034,8.352560043,8.103000641,8.449799538,9.145960808,9.131159782,8.284880638,7.899599075,208,15,24,20,8,2087,158,243,201,84,2011,1664,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,76
73,162.8465173,200.6773206,286.8115186,234.6685211,225.3335602,229.6584003,186.45164,142.8723212,275.5400012,328.9050781,17.00567993,16.99936005,16.86323998,17.07775993,16.9237999,16.75604012,16.57207985,16.5732399,16.39524002,16.30304001,26.4394001,26.21127983,26.06492004,26.20919991,25.78839989,25.73775986,26.58192009,26.38823998,25.6273201,25.13092003,21.7225399,21.60531902,21.46407986,21.6434803,21.35610008,21.24690056,21.57700062,21.48074055,21.01128006,20.71697998,9.433719635,9.211919785,9.201681137,9.131439209,8.864601135,8.981719971,10.00984001,9.815000534,9.232078552,8.827880859,227,16,26,21,9,2273,167,260,213,92,2011,1551,2,5.1,0.058,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,81.25
74,155.8872803,184.0098798,271.5992017,230.8177582,218.3665588,218.8134399,174.8976001,138.2121594,253.1183185,305.1079993,16.53363991,16.42667995,16.31068005,16.49488003,16.41540001,16.12903984,16.03928013,15.98816013,15.84519989,15.71604,25.25456009,24.9452401,24.72144012,24.92896004,24.61876015,24.60748001,25.29031998,25.16159973,24.2490802,23.72008018,20.89410019,20.68595982,20.51605988,20.71192074,20.51708031,20.36825943,20.66479969,20.57488012,20.04714012,19.71805954,8.720920563,8.51856041,8.410758972,8.434080124,8.203361511,8.478439331,9.251039505,9.17343998,8.403881073,8.004039764,215,16,24,20,8,2150,161,247,204,85,2011,1640,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,77.875
75,165.3830011,220.8504395,286.6643201,232.137879,229.7934387,230.8535992,200.1217194,146.3925201,294.5602795,337.250481,17.32963997,17.30072006,17.18148003,17.46372009,17.22080002,17.07519989,16.98051979,16.94419998,16.75515999,16.71776024,27.20647987,27.01607979,26.66740021,26.87108009,26.35931999,26.44592003,27.04827988,27.0718399,26.31071999,26.03484016,22.26805973,22.15839958,21.92444038,22.16740036,21.79006004,21.76056004,22.01440048,22.0080204,21.53293991,21.37629986,9.876840591,9.715358734,9.485919952,9.407360077,9.138519287,9.370721817,10.06776047,10.12763977,9.555561066,9.317079544,234,17,26,21,9,2344,170,267,219,96,2011,1456,1,5.1,0.058,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,79.625
76,164.055481,204.2297217,288.4257214,237.6529193,231.0786407,240.1967584,195.9336407,147.9612378,281.6356799,334.3887195,17.09212006,17.09128014,16.94640007,17.18351982,17.01324013,16.86864006,16.71495995,16.70383995,16.51016014,16.42155991,26.68459984,26.45235992,26.3005201,26.4214801,25.99304008,25.94935989,26.7822802,26.58412003,25.87380013,25.38363998,21.88835907,21.77182007,21.62345982,21.80249977,21.50314045,21.4090004,21.74862003,21.64398003,21.19198036,20.90260029,9.592479706,9.36108017,9.354120255,9.237960815,8.979799271,9.080718994,10.06731987,9.880279541,9.363639832,8.962080002,232,16,26,21,9,2325,168,262,215,93,2011,1567,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,81.5
77,157.8107996,191.7621198,279.5465588,226.1297992,208.9231213,209.2185205,160.1619989,133.268399,257.2680408,312.0937195,16.85595993,16.91639999,16.86059982,16.98507988,16.85972,16.74479992,16.41264,16.4368401,16.2653199,16.25860008,26.53868004,26.38107979,26.29132011,26.39068001,25.87204002,25.86152,26.84852005,26.54723984,25.85655991,25.36372002,21.69731998,21.64874077,21.57596016,21.68788052,21.36588001,21.30316067,21.63057995,21.49203968,21.06093979,20.81116009,9.682718277,9.464679718,9.430721283,9.405599594,9.012319565,9.1167202,10.43588066,10.11039925,9.591239929,9.105119705,213,16,26,21,9,2136,166,261,214,95,2011,1634,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,81.5
78,161.7537598,217.6990399,281.8615198,217.5774402,203.8528009,193.3084009,172.5572797,136.5341989,282.9376831,324.7917981,17.37852005,17.43275986,17.33231995,17.5674398,17.29076004,17.14251999,16.93655998,16.96871994,16.84344002,16.82799995,27.48143997,27.41408005,27.13011993,27.2929998,26.75727982,26.74900009,27.61971992,27.51280014,26.77919991,26.5729599,22.42998028,22.42341995,22.23121929,22.43021965,22.0240202,21.94576073,22.27814007,22.24075985,21.81131935,21.70047951,10.10291862,9.981319427,9.797800064,9.725559235,9.466520309,9.606479645,10.68316078,10.54408073,9.935760498,9.744960785,219,17,27,22,9,2192,171,271,221,99,2011,1439,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,80.75
79,157.2471991,215.7504797,270.0644812,207.2696399,193.5606415,171.6872803,163.4521582,131.2971994,273.9172791,313.8890784,17.52903984,17.54516014,17.47043991,17.72004005,17.44719971,17.24167992,17.09919998,17.10239998,17.02756004,17.02191986,27.71299995,27.59084,27.19551994,27.39428009,26.85076004,26.90612007,27.69292015,27.66800018,26.9068,26.80428024,22.62101936,22.56799984,22.33298016,22.55715942,22.14897919,22.07390022,22.39605999,22.38519955,21.9671793,21.91309929,10.18395996,10.04567909,9.72508049,9.674240112,9.403560638,9.664440155,10.59372139,10.56559944,9.879240036,9.782360077,209,17,27,22,9,2098,173,272,222,99,2011,1352,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,77.5
80,161.7537598,217.6990399,281.8615198,217.5774402,203.8528009,193.3084009,172.5572797,136.5341989,282.9376831,324.7917981,17.37852005,17.43275986,17.33231995,17.5674398,17.29076004,17.14251999,16.93655998,16.96871994,16.84344002,16.82799995,27.48143997,27.41408005,27.13011993,27.2929998,26.75727982,26.74900009,27.61971992,27.51280014,26.77919991,26.5729599,22.42998028,22.42341995,22.23121929,22.43021965,22.0240202,21.94576073,22.27814007,22.24075985,21.81131935,21.70047951,10.10291862,9.981319427,9.797800064,9.725559235,9.466520309,9.606479645,10.68316078,10.54408073,9.935760498,9.744960785,219,17,27,22,9,2192,171,271,221,99,2011,1400,1,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,77.25
81,162.0219604,220.1518787,279.1959583,219.0958405,208.6179608,196.903559,177.1930017,137.8859195,284.2779211,324.3334399,17.47047997,17.49995995,17.38136009,17.65739983,17.37963997,17.2223999,17.07208008,17.07664009,16.9432,16.93632004,27.50955994,27.38463997,27.01483971,27.18971985,26.65679993,26.73715996,27.46696014,27.44772011,26.70164017,26.55376007,22.4900198,22.44229984,22.19810009,22.42356014,22.01821995,21.9797802,22.26952076,22.26217937,21.82242012,21.74503994,10.03907967,9.884679794,9.633478165,9.532320023,9.277158737,9.514759064,10.39488029,10.3710804,9.758441925,9.617441177,220,17,27,22,9,2209,172,270,221,98,2011,1408,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,78.5
82,153.3658398,212.6724011,258.0766406,200.4246387,191.5372009,166.2358795,161.0066003,127.0418002,264.2094812,302.8875562,17.74563995,17.67812012,17.59811996,17.89916008,17.66699989,17.35652016,17.34343979,17.24171989,17.22011986,17.20800018,27.80699997,27.53984016,27.01247993,27.28747993,26.73411987,26.87303986,27.54619995,27.64219986,26.83523979,26.77492004,22.7763195,22.60898018,22.30529976,22.59331989,22.20055962,22.11477947,22.44481945,22.44196033,22.02767944,21.99145985,10.06135941,9.861721039,9.414360046,9.388319016,9.067119598,9.516519547,10.2027607,10.40048027,9.615119934,9.566919327,203,17,27,22,9,2037,174,272,223,97,2011,1289,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,76.5
83,143.9537207,198.0566418,240.5775598,182.2025989,172.93896,139.672399,141.3070816,118.3284393,240.881239,281.1152808,17.89780022,17.79027992,17.77980003,18.05123985,17.86895996,17.45788002,17.49059998,17.33092003,17.42448013,17.38171974,28.22064011,27.88835999,27.39239998,27.67799995,27.11460007,27.14799995,28.0676799,28.05788002,27.28567993,27.15616005,23.05922031,22.83931923,22.58610058,22.86461926,22.49177933,22.30294037,22.77914047,22.69439983,22.3550806,22.26893997,10.32283974,10.09807968,9.612600327,9.626760483,9.245639801,9.690120697,10.57707977,10.72696114,9.861200333,9.774440765,185,17,27,22,9,1859,176,276,226,99,2011,1224,2,5.35,0.0255,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,79.5
84,153.3702789,211.3920398,261.2178003,199.2424011,186.0984796,158.2509204,155.8841211,127.0276791,264.6428778,304.5224792,17.62844002,17.60911995,17.55972,17.80843994,17.55928017,17.29544022,17.19943993,17.16400017,17.13848007,17.12787994,27.85124008,27.67215996,27.22572021,27.46152,26.90931999,26.97767998,27.77227997,27.76939995,26.99092003,26.90571999,22.73984051,22.64063931,22.39271927,22.63497925,22.23430061,22.13656044,22.48585987,22.4666996,22.06469917,22.01679993,10.2227993,10.06303978,9.666000366,9.653079987,9.350040436,9.682239532,10.57283974,10.60540009,9.85243988,9.777839661,202,17,27,22,9,2021,174,273,223,99,2011,1296,2,5.35,0.0255,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,78.5
85,148.8565192,205.53328,251.6065198,190.2462402,179.1046393,146.8630789,148.4028806,122.0360004,254.1198792,294.1630762,17.74332008,17.67895996,17.6555999,17.90627975,17.68943993,17.35372009,17.31540009,17.22548004,17.25651985,17.23435989,28.0103598,27.75864014,27.27992004,27.55211998,26.99223999,27.05195992,27.88515984,27.89199989,27.10564003,27.01044006,22.87684059,22.71880054,22.46776009,22.72920036,22.34084034,22.20283985,22.60027981,22.55873966,22.18107986,22.12240028,10.26704025,10.07967949,9.624320984,9.645839691,9.302801132,9.69824028,10.56976128,10.66652107,9.849121094,9.776081085,194,17,27,22,9,1940,175,274,224,99,2011,1247,2,5.35,0.0255,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,79
86,147.1876007,202.6587195,246.8398798,188.4176398,177.1342792,145.7315585,146.1299197,121.9785593,248.008999,288.0255591,17.82107994,17.74147995,17.71608009,17.98188011,17.78151993,17.41519997,17.41124008,17.28807991,17.34687988,17.31364037,28.08144005,27.79296021,27.28648018,27.57040009,27.00571999,27.07192001,27.93752007,27.93844009,27.15015976,27.04304008,22.95125961,22.7672205,22.50127983,22.77614021,22.39362049,22.24355984,22.6743803,22.61326027,22.2485199,22.17833996,10.26036072,10.05148125,9.570400238,9.58852005,9.224199295,9.656721115,10.52628136,10.65036011,9.803279877,9.729398727,191,17,27,22,9,1912,175,274,225,99,2011,1258,2,5.35,0.0255,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,80.25
87,162.1667603,206.7325208,286.0426392,223.6716791,207.8207593,201.8008417,168.8202386,135.1271201,274.2190405,323.8747217,17.09868011,17.15011993,17.05251984,17.23692001,17.02996017,16.87572014,16.61199989,16.63095985,16.49288002,16.44596016,26.88192001,26.77596001,26.61939987,26.78515999,26.27123993,26.1982399,27.18380005,26.97851997,26.2196801,25.81251984,21.99030018,21.96304035,21.83596039,22.01103973,21.65060043,21.53698063,21.89789963,21.80473995,21.35628033,21.12924004,9.783239365,9.625841141,9.566879272,9.548240662,9.241279602,9.322519302,10.57180023,10.34755898,9.726800919,9.366558075,219,16,26,21,9,2190,168,265,217,97,2011,1548,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,77.75
88,151.2393591,208.5956006,256.5784387,195.0639996,182.4310406,152.3394806,152.0485992,124.8778793,259.4062408,299.3773218,17.68164001,17.64292,17.60715996,17.85484024,17.62112007,17.32431999,17.25355995,17.19416,17.19667999,17.18043991,27.92763992,27.71659988,27.25119995,27.50588013,26.94859985,27.01527985,27.83043991,27.82979996,27.04560013,26.95704018,22.80463982,22.67975998,22.42918015,22.68035984,22.28486061,22.1697998,22.54199982,22.51198006,22.12114048,22.06873989,10.24599838,10.07368088,9.644039154,9.651041031,9.327480316,9.69095993,10.57688141,10.63563919,9.848920822,9.776601791,198,17,27,22,9,1981,174,274,224,99,2011,1281,2,5.35,0.0255,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,80.75
89,164.9756805,218.2264386,287.6245215,228.0541193,219.9215601,216.9918805,185.8405194,142.6918414,289.2878015,332.5906812,17.32872017,17.37244011,17.23979996,17.49992004,17.24703987,17.12420006,16.93636032,16.94903984,16.77636002,16.75136009,27.27204018,27.14388008,26.88123993,27.02791992,26.51243988,26.53768005,27.34284004,27.23692017,26.52360016,26.24376007,22.30037975,22.25816059,22.06052017,22.26391983,21.87973976,21.83094025,22.1395998,22.09297943,21.64997959,21.49755955,9.943319321,9.771440506,9.641441345,9.527999878,9.265399933,9.413478851,10.40648079,10.28787994,9.747240067,9.492399216,228,17,26,21,9,2286,171,268,219,97,2011,1421,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,80.25
90,158.0976013,219.5847601,267.0414008,211.6378815,205.43896,187.925321,175.4696405,132.6934399,276.8487207,314.6202808,17.66687981,17.59832008,17.48895996,17.81108002,17.56108002,17.2981601,17.28431992,17.19128006,17.10508011,17.10015999,27.60360001,27.35604004,26.81880013,27.09179993,26.54064018,26.72416016,27.25923988,27.41724007,26.59891991,26.53783997,22.6352396,22.47718048,22.15388012,22.45144081,22.05086041,22.0111599,22.27178001,22.30426025,21.85200024,21.81900024,9.936719894,9.757720947,9.329839706,9.280719757,8.979558945,9.425998688,9.974918365,10.22595978,9.493841171,9.437679291,214,17,26,22,9,2149,174,269,222,95,2011,1304,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,77.75
91,162.1166803,196.9907196,285.3407581,238.1185193,229.1124792,239.7578809,191.3070789,146.8303204,272.994043,328.189043,16.99287994,16.97752007,16.82996002,17.0500399,16.91143974,16.74508003,16.5900399,16.57752007,16.39096008,16.29039993,26.39508018,26.13799995,26.00027992,26.11979996,25.71879997,25.66687981,26.50699997,26.28127983,25.55823998,25.02779984,21.69398022,21.55776024,21.41512012,21.58491993,21.31511974,21.2059803,21.54852009,21.42940044,20.97460079,20.65909958,9.402200699,9.160480499,9.170320511,9.069761276,8.807359695,8.921798706,9.916959763,9.703760147,9.167280197,8.737400055,229,16,25,21,9,2290,167,259,213,92,2011,1540,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,85
92,164.055481,204.2297217,288.4257214,237.6529193,231.0786407,240.1967584,195.9336407,147.9612378,281.6356799,334.3887195,17.09212006,17.09128014,16.94640007,17.18351982,17.01324013,16.86864006,16.71495995,16.70383995,16.51016014,16.42155991,26.68459984,26.45235992,26.3005201,26.4214801,25.99304008,25.94935989,26.7822802,26.58412003,25.87380013,25.38363998,21.88835907,21.77182007,21.62345982,21.80249977,21.50314045,21.4090004,21.74862003,21.64398003,21.19198036,20.90260029,9.592479706,9.36108017,9.354120255,9.237960815,8.979799271,9.080718994,10.06731987,9.880279541,9.363639832,8.962080002,232,16,26,21,9,2325,168,262,215,93,2011,1545,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,81.75
93,135.8463181,177.9125195,237.290921,192.5450403,190.7630811,225.1711188,179.2913586,141.0043195,234.9702417,308.3045984,16.10164009,16.1482,16.1217601,16.49443989,16.21072006,16.21672005,16.57351997,16.32607994,16.22343998,15.78712002,24.84071983,24.66660011,24.22052002,24.28972015,24.29380035,24.27668015,24.54444016,24.93499985,23.55592003,22.88544029,20.47117996,20.40739918,20.17113972,20.39208031,20.25226021,20.24670029,20.55897999,20.63053989,19.88967991,19.33628035,8.739078522,8.518400192,8.098760605,7.795280457,8.083080292,8.059959412,7.970918655,8.608919144,7.332479477,7.098320961,202,16,24,20,8,2023,162,242,202,80,2011,1678,2,5.6,0.026,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,68
94,137.594361,175.7068805,241.2561584,196.602121,196.8097205,226.4369196,185.7636395,144.4328815,234.9214795,310.9245178,16.29551991,16.29863995,16.28227997,16.5768401,16.26995995,16.25695992,16.53523983,16.32188,16.25632,15.90723995,25.53891998,25.36743988,24.86671997,24.93331993,24.82119987,24.82983978,25.07692024,25.44736,24.25003983,23.64944,20.91722012,20.83303928,20.57450008,20.75507927,20.54557991,20.54339981,20.80607986,20.88461971,20.25317955,19.77834034,9.243398666,9.068799973,8.584440231,8.356479645,8.551239014,8.572879791,8.541679382,9.125478745,7.993721008,7.742200851,205,16,24,20,8,2050,163,248,205,85,2011,1658,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,77
95,139.0530792,173.8696399,242.8979999,199.0970795,196.739079,225.135719,183.9737994,143.7856787,235.4131604,310.650199,16.33124008,16.31940002,16.24340008,16.55951984,16.28596024,16.19004005,16.53100025,16.30348007,16.22495995,15.83384014,25.29423996,25.03708,24.63652,24.65784012,24.61476021,24.56800003,24.93371994,25.19923988,24.03248016,23.37060005,20.81273937,20.67824078,20.43996048,20.60868073,20.4503603,20.37902069,20.73235989,20.75135994,20.12872028,19.60222006,8.962999344,8.717679977,8.393119812,8.098320007,8.328798294,8.377960205,8.402719498,8.895759583,7.807519913,7.536759377,205,16,24,20,8,2050,162,246,204,83,2011,1646,1,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,77.75
96,137.594361,175.7068805,241.2561584,196.602121,196.8097205,226.4369196,185.7636395,144.4328815,234.9214795,310.9245178,16.29551991,16.29863995,16.28227997,16.5768401,16.26995995,16.25695992,16.53523983,16.32188,16.25632,15.90723995,25.53891998,25.36743988,24.86671997,24.93331993,24.82119987,24.82983978,25.07692024,25.44736,24.25003983,23.64944,20.91722012,20.83303928,20.57450008,20.75507927,20.54557991,20.54339981,20.80607986,20.88461971,20.25317955,19.77834034,9.243398666,9.068799973,8.584440231,8.356479645,8.551239014,8.572879791,8.541679382,9.125478745,7.993721008,7.742200851,205,16,24,20,8,2050,163,248,205,85,2011,1656,1,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,0
97,142.6989594,187.5792419,249.3717975,202.3559198,203.3817188,243.1185205,194.7314813,145.009079,251.0821991,320.6633606,16.52764004,16.49931995,16.50395988,16.7811599,16.52624008,16.4768401,16.70452003,16.49903992,16.38907967,16.08944023,25.77488014,25.58584015,25.19164001,25.29296021,25.12208008,25.09068001,25.45084,25.72859993,24.57039986,23.97859985,21.15125942,21.04257965,20.84780025,21.03706074,20.82415962,20.78376007,21.07767963,21.11382008,20.47974014,20.03401947,9.247240067,9.086521149,8.687681198,8.511800766,8.595840454,8.613838196,8.746320724,9.229558945,8.18132019,7.889160156,213,16,25,20,8,2139,164,251,208,86,2011,1631,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,82.75
98,142.1779211,194.8749609,248.7368402,200.4474005,206.8347595,252.002959,200.459801,148.2167194,255.194798,320.5722839,16.83916,16.77540001,16.86960014,17.08352005,16.82064011,16.8064798,16.93459991,16.71735992,16.61575996,16.45083996,26.5476799,26.42999992,26.02179993,26.15575974,25.83440002,25.79592026,26.20596001,26.44611992,25.41967995,24.92027992,21.69342041,21.60270023,21.44569969,21.61964035,21.32752037,21.30119991,21.57028008,21.58173943,21.01772022,20.68556023,9.708518982,9.654600143,9.152198792,9.072238922,9.013759613,8.989439011,9.27135849,9.728759766,8.803918839,8.46944046,216,16,25,21,9,2169,167,259,213,91,2011,1491,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,85.5
99,124.669321,142.4038806,212.2904395,173.6812415,167.0554401,174.4471198,139.7221616,128.4257193,199.9999603,262.4088818,15.78343998,15.66340012,15.24964005,15.89128014,15.67312023,15.15344009,16.04411999,15.51052006,15.42975998,14.89271996,23.04251999,22.4261599,22.36435997,22.36155983,22.75116005,22.31172005,23.48343987,23.08476013,22.20048019,21.27804012,19.41298008,19.04478025,18.80700064,19.12641954,19.21214008,18.73258018,19.76378059,19.29764032,18.81511974,18.08538008,7.259080887,6.762761116,7.114720345,6.47027874,7.078039169,7.158279419,7.439319611,7.574240685,6.770719528,6.38531971,172,15,22,19,7,1725,155,225,190,70,2011,1713,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,79
100,134.3730005,163.04112,231.0243195,187.0744409,182.9806793,204.3437585,162.2302399,138.517161,223.4835187,291.9873584,16.2623201,16.21100018,15.96667999,16.42824001,16.24251987,15.88279987,16.53764,16.15695995,16.03864006,15.50019997,23.93860001,23.40664001,23.39259995,23.26988007,23.55323998,23.23872017,24.13960007,23.9867598,22.85592011,21.95544022,20.10046005,19.80881977,19.67963934,19.84906006,19.8978796,19.56076002,20.33862019,20.07185936,19.44728088,18.7278204,7.676280975,7.195638657,7.425919533,6.841640472,7.310720444,7.355919838,7.601961136,7.829799652,6.817279816,6.45524025,191,16,23,19,7,1919,161,233,197,72,2011,1850,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,0
101,133.4459982,157.8678809,230.9715588,190.4556403,184.5881201,201.4501184,162.41552,141.0442792,216.6394012,288.3836401,16.28096004,16.21739994,15.96016006,16.38439976,16.15699997,15.80859993,16.44116005,16.07500023,16.00327988,15.50912003,24.32736008,23.84755997,23.67035995,23.55751999,23.76220016,23.52027985,24.2852401,24.21339981,23.19028008,22.36863983,20.30416012,20.03248024,19.81526041,19.97095966,19.95959949,19.6644392,20.36320019,20.14420033,19.59678078,18.93887949,8.04640007,7.630161285,7.71020031,7.173120499,7.605199814,7.711679459,7.844079971,8.138399124,7.187000275,6.859519005,190,16,23,19,7,1907,160,236,198,75,2011,1713,1,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,82.5
102,143.5842798,201.0636005,251.1500787,200.4364001,207.2195593,253.2942798,200.81992,145.3914807,262.0855627,322.7188403,16.99092003,16.90216003,17.00391998,17.21220001,16.97107994,16.91995995,17.03348015,16.81304008,16.69952003,16.56911987,26.68052002,26.53747993,26.19255989,26.34751991,26.00340012,25.93895988,26.41300003,26.61488014,25.61155991,25.13015999,21.83571911,21.71982002,21.5982399,21.7798605,21.48724079,21.42945957,21.7232399,21.71395969,21.15554047,20.84963989,9.689599991,9.635318756,9.188640594,9.135320663,9.032320023,9.0189991,9.379520416,9.801839828,8.91204071,8.561038971,218,16,26,21,9,2187,169,261,215,92,2011,1424,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,0
103,135.0553998,170.5268005,234.9673181,191.4155194,187.5609607,215.4747992,172.3792413,140.4212396,228.4973981,302.4648389,16.11623993,16.13663986,16.02363995,16.42667992,16.16667984,16.04844006,16.52467999,16.23796005,16.13972,15.64263996,24.48919983,24.18652,23.86200012,23.84544022,23.96359993,23.86216003,24.29836021,24.5426001,23.2324398,22.47579979,20.30272007,20.16158009,19.9428196,20.13605976,20.06513977,19.95530033,20.41152,20.39028072,19.68607998,19.05921984,8.372961044,8.049879074,7.838359833,7.4187603,7.796920776,7.813718796,7.773681641,8.304639816,7.092718124,6.833159447,197,16,23,20,7,1978,161,238,200,77,2011,1595,2,5.6,0.026,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,82.75
104,128.4415222,154.2711597,220.9419592,180.0520007,174.0615198,190.0908008,150.597359,135.6239203,211.0933594,279.9560785,15.99691998,15.94667999,15.64835995,16.20027996,15.98323978,15.60224003,16.37868008,15.93463978,15.82543991,15.24587997,23.40884003,22.84491997,22.80548012,22.70535988,23.08076012,22.73559998,23.68200005,23.50431999,22.37596001,21.44132,19.70287991,19.39579964,19.2269206,19.45281982,19.53200054,19.16891956,20.03033924,19.71948004,19.10069942,18.34360027,7.411920547,6.898239136,7.157120705,6.505081177,7.097520828,7.133359909,7.303319931,7.569680214,6.550519943,6.195440292,182,15,22,19,6,1825,158,228,193,69,2011,1793,2,5.7,0.081,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,A2011,82
105,134.5689996,160.4394794,231.3589996,188.8076807,183.9951202,202.831319,162.07,139.4970401,221.0994,289.4670825,16.31008011,16.23831985,15.97068001,16.42099983,16.23427994,15.83980007,16.50171993,16.11515991,16.01215981,15.49376003,24.06155998,23.52359985,23.48403999,23.35580017,23.61667999,23.29995995,24.22048012,24.03296013,22.98771988,22.10600021,20.18581963,19.88095951,19.72735977,19.88840008,19.92547989,19.56987953,20.3611002,20.07406044,19.49993992,18.7998805,7.751480103,7.285280228,7.51335907,6.934801102,7.382400513,7.460159302,7.718759537,7.917800903,6.975561142,6.612240791,191,16,23,19,7,1914,161,234,197,73,2011,1686,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,76.75
106,133.2137598,159.0110785,227.3643213,182.9839203,179.7647601,196.2171594,156.4352411,135.2164798,220.6139203,284.7265601,16.2064399,16.11691998,15.81484016,16.32475998,16.16236015,15.70375999,16.43068005,16.00460007,15.88036007,15.33799992,23.56159988,22.93660004,23.03208008,22.91964005,23.27240005,22.86732002,23.96616013,23.64496017,22.58195976,21.63580017,19.88401985,19.5267601,19.42346001,19.62220001,19.71737957,19.28553963,20.19841957,19.82478046,19.23116016,18.48689985,7.35515976,6.81967926,7.21723938,6.59487915,7.110040665,7.16355896,7.535480499,7.640359879,6.701601028,6.29779911,187,15,23,19,7,1875,159,230,195,70,2011,1753,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,78
