,year,DefectosTotales,ASNM,Luminosidad,PrecTotalAvg,TminTotalAvg,TmaxTotalAvg,TmeanTotalAvg,DtrTotalAvg,OrientationNum,Slope,pH_avg,org_avg,Franco,Arcilloso,Limoso,Arenoso,Cascajoso,Aroma-Fragancia,Acidez,Cuerpo,Sabor,SaborResidual,Dulzor,Uniformidad,Balance,TazaLimpia,PuntajeCatador,PuntajeTotal
117,2011,2.65,1800.0,2,194.174547577,16.0822120552,23.559716011,19.8209639549,7.47750377655,3.0,35.1862984,5.7,0.081,3,3,0,0,3,7.625,7.5,7.25,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.375
118,2011,1.93,1553.0,2,215.982620636,16.7794680443,25.8136439667,21.2965559006,9.0341758728,1.0,30.5025997,5.35,0.0523333333333,3,3,3,0,1,7.0,7.5,7.5,7.5,7.25,10.0,10.0,7.25,10.0,7.5,81.5
119,2011,3.19,1433.0,2,204.821276154,17.6066239777,27.5672559814,22.5869400024,9.96063194276,4.0,31.6436996,5.625,0.02175,3,3,3,0,0,6.5,6.25,6.25,6.5,6.25,10.0,10.0,6.25,10.0,6.0,74.0
120,2011,3.24,1303.0,2,193.923579681,17.8994159699,28.4104439392,23.154929924,10.5110279083,5.0,7.0653,5.25,0.0645,3,0,3,0,0,7.5,7.5,7.5,7.5,7.25,10.0,10.0,7.25,10.0,7.5,82.0
121,2011,1.89,1550.0,1,170.165427948,15.9763079987,25.055844017,20.5160759449,9.07953596115,4.0,9.80019,5.25,0.0645,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2011,1.33,1884.0,2,141.416348083,15.2385680275,22.6849720154,18.96177001,7.44640398026,6.0,29.6865005,5.33333333333,0.0421666666667,3,3,3,0,0,7.0,7.0,7.0,7.0,6.25,10.0,10.0,6.25,10.0,7.0,77.5
123,2011,1.3,1637.0,2,176.27589209,16.0886280022,24.8952919998,20.4919603348,8.80666389466,5.0,15.5029001,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,6.25,10.0,10.0,6.25,10.0,6.5,77.0
124,2011,3.03,1647.0,2,176.27589209,16.0886280022,24.8952919998,20.4919603348,8.80666389466,5.0,16.4878998,5.4,0.038,3,0,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
125,2011,1.7,1404.0,2,184.161359955,17.0784839859,27.3589400253,22.2187119484,10.2804563522,8.0,10.7826996,5.25,0.0645,3,0,3,0,0,7.0,6.5,6.5,7.0,6.5,10.0,10.0,6.5,10.0,6.5,76.5
126,2011,2.05,1594.0,2,170.606108185,15.9466440163,24.8541840591,20.4004140854,8.90753936767,4.0,12.4702997,5.25,0.0645,3,0,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
127,2011,2.97,1466.0,2,169.132059692,16.2768680153,26.1373320007,21.2070999622,9.86046361924,8.0,17.0261993,5.25,0.0645,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2011,3.75,1376.0,1,182.818395782,16.4496960602,26.3166600113,21.3831781387,9.86696357727,4.0,26.5282993,4.15,0.01025,1,3,1,0,0,6.5,6.25,6.25,7.0,6.25,10.0,10.0,6.25,10.0,6.5,75.0
129,2011,3.97,1391.0,2,193.472772003,16.7864960671,26.6540720673,21.7202840805,9.86757583619,4.0,13.5886002,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2011,2.57,1602.0,2,167.695408081,15.8578560105,24.5091039276,20.1834798336,8.65124788284,4.0,15.6313,5.25,0.0645,3,0,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
131,2011,2.31,1298.0,2,193.363620453,17.6330560379,28.0232480316,22.8281520843,10.3901916504,6.0,5.9684901,5.25,0.0645,3,0,3,0,0,7.5,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.5,80.0
132,2011,5.42,1357.0,1,197.021644195,17.5259840355,27.7654319458,22.6457078934,10.2394477844,5.0,15.8569002,5.4,0.038,3,0,3,0,0,7.0,6.5,6.5,7.0,6.5,10.0,10.0,6.5,10.0,6.5,76.5
133,2011,3.8,1522.0,1,164.437164185,15.951264019,25.4322559967,20.6917599678,9.48099193573,8.0,1.9959199,5.25,0.0645,3,0,3,0,0,6.25,6.5,6.5,6.75,6.5,10.0,10.0,6.5,10.0,6.5,75.5
134,2011,4.9,1510.0,2,169.132059692,16.2768680153,26.1373320007,21.2070999622,9.86046361924,7.0,23.9962006,5.25,0.0645,3,0,3,0,0,7.5,7.5,7.5,7.5,7.25,10.0,10.0,7.25,10.0,7.25,81.75
135,2011,1.14,1668.0,2,173.587699493,16.0337159309,24.999303978,20.5165100098,8.96558799744,4.0,15.6904001,5.25,0.0645,3,0,3,0,0,7.5,7.5,7.25,7.5,7.25,10.0,10.0,7.25,10.0,7.25,81.5
136,2011,0.8,1735.0,2,159.150103882,15.7344840012,23.2806039505,19.5075440407,7.54611988068,1.0,9.6078596,5.25,0.0645,3,0,3,0,0,7.25,7.5,7.5,7.5,7.5,10.0,10.0,7.25,10.0,7.5,82.0
137,2011,2.15,1781.0,2,168.160779999,15.865552002,24.4632240219,20.164387989,8.59767208099,3.0,17.0905991,5.25,0.0645,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2011,1.52,1408.0,2,186.901924225,16.8973439484,26.8840319824,21.8906881333,9.98668785095,5.0,10.8964005,5.4,0.038,3,0,3,0,0,6.5,6.5,6.5,6.75,6.5,10.0,10.0,6.5,10.0,6.75,76.0
139,2011,2.76,1332.0,2,188.362216461,16.4735640564,25.9173000183,21.1954322338,9.44373598099,6.0,19.7933998,5.33333333333,0.0421666666667,3,3,3,0,0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,6.0,10.0,5.0,71.0
141,2011,1.97,1448.0,2,176.743351837,16.2314520416,25.8061280212,21.0187898636,9.5746761322,3.0,34.023201,4.15,0.01025,1,3,1,0,0,7.375,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.375
142,2011,0.7,1723.0,2,164.218927704,15.7547080078,24.3371000061,20.0459038735,8.58239192963,3.0,29.2257004,5.25,0.0645,3,0,3,0,0,7.5,7.5,7.5,7.5,7.25,10.0,10.0,7.5,10.0,7.5,82.25
143,2011,5.14,1410.0,2,193.673083679,16.7864759521,26.5998040085,21.6931398392,9.81332817078,6.0,13.2908001,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
144,2011,7.84,1466.0,2,191.792795746,16.8329280014,26.6876679382,21.7602978706,9.85473957061,4.0,10.7110004,5.33333333333,0.0421666666667,3,3,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,6.5,78.5
145,2011,4.04,1519.0,2,181.270943939,16.5986839981,26.4830759888,21.5408799172,9.88439197541,1.0,17.8120003,5.4,0.038,3,0,3,0,0,6.5,6.5,6.5,7.0,6.5,10.0,10.0,6.5,10.0,6.5,76.0
146,2011,3.47,1576.0,2,167.864684051,15.9478439751,24.0516759796,19.9997600555,8.10383224487,7.0,14.1064997,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
147,2011,1.09,1565.0,2,178.647416046,16.1332360039,24.8990119781,20.5161242485,8.76577587128,5.0,13.6618996,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2011,3.6,1551.0,2,221.776807617,16.694668026,26.1047000274,21.3996842384,9.41003208161,8.0,15.6904001,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,6.5,10.0,10.0,6.75,10.0,6.5,77.75
149,2011,2.73,1593.0,2,238.117320679,16.9772439957,26.5818199387,21.7795321465,9.6045759201,3.0,27.7987003,5.625,0.02175,3,3,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
150,2011,2.19,1659.0,2,214.459387451,16.3321320076,25.3825839233,20.8573578834,9.05045185089,5.0,21.6700993,5.4,0.038,3,0,3,0,0,7.375,7.5,7.5,8.0,7.25,10.0,10.0,7.25,10.0,7.5,82.375
151,2011,1.95,1593.0,1,216.726359253,16.3637159691,25.2970920029,20.8304041386,8.93337621689,5.0,10.7445002,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,2011,2.3,1474.0,2,227.238660095,16.9898040428,26.6841880035,21.8369959831,9.69438419342,6.0,17.8013992,5.4,0.038,3,0,3,0,0,7.0,7.0,6.5,7.0,6.5,10.0,10.0,6.75,10.0,6.0,76.75
153,2011,1.7,1650.0,2,212.724687774,16.4890479927,25.8176360321,21.1533421517,9.32858829498,4.0,18.2994995,5.4,0.038,3,0,3,0,0,7.5,7.0,7.0,7.5,7.0,10.0,10.0,7.0,10.0,7.5,80.5
154,2011,1.05,1680.0,2,194.599588531,15.527420002,24.296843956,19.9121318817,8.76942405701,8.0,12.3069,5.4,0.038,3,0,3,0,0,7.5,7.0,7.0,7.5,7.0,10.0,10.0,7.0,10.0,7.5,80.5
155,2011,1.62,1552.0,2,225.493655884,16.841792038,26.393740036,21.6177659035,9.55194835662,8.0,16.2908001,5.4,0.038,3,0,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
156,2011,1.49,1786.0,2,208.318684021,15.9202759895,24.5175759735,20.2189258575,8.59729995728,2.0,34.9665985,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,2011,1.29,1670.0,2,220.599247803,16.5063559341,25.5733639984,21.0398598671,9.06700763702,7.0,24.6406994,5.4,0.038,3,0,3,0,0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,6.0,10.0,5.0,71.0
158,2011,1.29,1711.0,2,204.924727478,16.1876600227,25.3353359451,20.7614982128,9.14767580032,2.0,9.9418097,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,2011,3.98,1627.0,2,196.308087769,15.8219359894,24.8141720123,20.3180541515,8.99223604202,4.0,20.0321007,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2011,2.54,1624.0,2,209.407596008,16.2358319435,25.3087959671,20.7723137856,9.0729642868,7.0,17.9780998,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,6.5,10.0,10.0,7.0,10.0,6.5,78.0
162,2011,2.41,1750.0,2,185.414559479,15.0100919647,23.6933680496,19.3517300129,8.68327627182,5.0,23.9183998,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2011,1.15,1700.0,2,159.33934787,15.4184239616,23.8319760132,19.6252000809,8.41355209351,3.0,6.6171699,5.95,0.0245,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,2011,3.1,1608.0,2,167.505624146,15.6151919937,24.595211937,20.1052019119,8.98001976013,6.0,9.9418097,5.7,0.0245,3,3,3,0,3,7.0,7.0,7.0,7.0,6.0,10.0,10.0,6.0,10.0,6.0,76.0
165,2011,0.85,1721.0,2,155.016711883,15.3447119751,23.4270080261,19.385860157,8.08229618072,4.0,21.8166008,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.25,7.25,8.0,7.5,10.0,10.0,7.25,10.0,7.75,82.5
166,2011,1.45,1700.0,2,171.730396332,15.6721719856,24.5384240189,20.1052981854,8.8662522316,3.0,23.4655991,5.33333333333,0.0421666666667,3,3,3,0,0,7.25,7.25,7.0,7.5,7.25,10.0,10.0,7.0,10.0,7.25,80.5
167,2011,0.55,1690.0,2,162.312260132,15.4929919472,24.2145559845,19.8537739277,8.7215640068,3.0,12.6591997,5.95,0.0245,0,3,0,0,3,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
168,2011,1.84,1850.0,2,111.234148155,14.2213960037,21.9911559372,18.1062760353,7.7697599411,5.0,25.0123005,5.95,0.0245,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2011,0.8,1755.0,2,165.077043976,15.6122319908,24.5132679977,20.0627500057,8.90103616714,1.0,14.1064997,5.33333333333,0.0421666666667,3,3,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,6.0,78.0
170,2011,0.6,1447.0,2,177.986739868,15.8705519867,25.080231987,20.4753920078,9.20968008041,5.0,24.8024006,4.15,0.01025,1,3,1,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
171,2011,0.55,1886.0,1,165.178607758,15.6205199814,24.2919399872,19.9562298775,8.67141971588,3.0,13.2341003,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.25,10.0,7.5,82.25
172,2011,1.43,1610.0,2,168.69513205,15.6629719467,24.8181760178,20.2405740738,9.15520439148,8.0,21.0529003,5.7,0.0245,3,3,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2011,0.85,1684.0,2,159.33934787,15.4184239616,23.8319760132,19.6252000809,8.41355209351,5.0,4.7234902,5.95,0.0245,0,3,0,0,3,8.0,7.25,7.25,7.25,7.0,10.0,10.0,7.0,10.0,7.25,81.0
174,2011,0.95,1700.0,1,166.40444458,15.5294800033,24.0308040009,19.7801419735,8.50132379532,6.0,7.6180801,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
175,2011,0.9,1463.0,2,179.487371826,16.0087919998,25.4986880112,20.7537400246,9.48989620209,8.0,18.0513,5.33333333333,0.0421666666667,3,3,3,0,0,8.0,7.5,7.5,7.5,7.5,10.0,10.0,7.0,10.0,7.0,82.0
176,2011,1.6,1610.0,1,174.017700317,15.9556599655,25.716404007,20.8360321522,9.76074399948,5.0,27.0695992,4.15,0.01025,1,3,1,0,0,6.75,7.0,6.5,7.5,7.0,10.0,10.0,6.5,10.0,6.5,77.75
177,2011,3.3,1455.0,1,189.774995789,16.7631280289,26.9913759766,21.8772521019,10.228248024,3.0,44.414299,4.15,0.01025,1,3,1,0,0,8.0,7.5,7.25,7.5,7.0,10.0,10.0,7.25,10.0,7.5,82.0
178,2011,2.57,1548.0,2,173.822987366,15.8025880012,25.0677999497,20.4351940632,9.26521215439,8.0,10.3938999,4.15,0.01025,1,3,1,0,0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,6.0,10.0,6.0,72.0
179,2011,1.1,1561.0,2,175.092836243,16.0043520164,25.6827399826,20.8435459614,9.67838811875,7.0,11.0876999,5.7,0.0245,3,3,3,0,3,7.0,7.0,6.75,7.0,6.75,10.0,10.0,7.0,10.0,6.5,78.0
180,2011,0.75,1400.0,1,189.774995789,16.7631280289,26.9913759766,21.8772521019,10.228248024,3.0,30.6124001,4.15,0.01025,1,3,1,0,0,7.0,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.0
181,2011,1.35,1672.0,2,165.010611817,15.5570999756,24.17088797,19.8639939785,8.61378831863,1.0,21.4291,5.33333333333,0.0421666666667,3,3,3,0,0,8.0,7.5,7.5,7.5,7.25,10.0,10.0,7.25,10.0,7.5,82.5
182,2011,1.3,1644.0,2,165.583128723,15.5502360191,24.3968840408,19.9735599995,8.84664793015,4.0,2.64463,5.95,0.0245,0,3,0,0,3,6.5,7.0,6.5,7.0,6.5,10.0,10.0,6.5,10.0,7.0,77.0
183,2011,1.06,1615.0,1,171.401139831,15.7040839653,24.7654999924,20.2347918034,9.06141576767,8.0,18.4449005,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
184,2011,0.55,1838.0,2,143.748528412,15.0680479889,22.8319519959,18.9499999046,7.76390399933,3.0,32.0133018,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.25,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.25
185,2011,1.06,1841.0,2,160.782483551,15.4421720009,23.4986759491,19.4704239845,8.0565038681,3.0,19.4447002,5.25,0.0645,3,0,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
186,2011,1.5,1808.0,2,159.917031586,15.5161399765,24.0782640076,19.7972022533,8.56212434769,3.0,23.8118,5.33333333333,0.0421666666667,3,3,3,0,0,7.0,7.0,7.0,7.5,7.0,10.0,10.0,7.0,10.0,7.5,80.0
187,2011,1.4,1594.0,2,175.47974057,15.9897119942,25.628679985,20.8091958523,9.63896799087,7.0,15.3827,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.5,80.0
188,2011,2.65,1563.0,2,175.804268219,15.9415159912,25.425736023,20.6836258411,9.48421964646,3.0,11.6758003,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
189,2011,1.7,1845.0,2,143.748528412,15.0680479889,22.8319519959,18.9499999046,7.76390399933,4.0,18.7462006,5.33333333333,0.0421666666667,3,3,3,0,0,7.0,7.75,7.5,7.5,7.25,10.0,10.0,7.5,10.0,7.5,82.0
190,2011,2.7,1703.0,1,164.580996185,15.5526719742,23.9836039887,19.7681381703,8.43093214035,1.0,9.4991903,5.33333333333,0.0421666666667,3,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2011,0.8,1841.0,2,143.748528412,15.0680479889,22.8319519959,18.9499999046,7.76390399933,3.0,22.4727001,5.33333333333,0.0421666666667,3,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2011,1.65,1849.0,2,143.874464081,15.0922560196,22.9153240127,19.0037899494,7.82306814194,4.0,25.7008991,5.33333333333,0.0421666666667,3,3,3,0,0,8.0,7.5,7.25,8.0,7.5,6.0,6.0,7.5,6.0,7.0,70.75
193,2011,1.1,1648.0,2,168.392428192,15.638640007,24.7150359726,20.1768380165,9.07639598847,7.0,16.6504993,5.95,0.0245,0,3,0,0,3,6.75,7.0,6.5,6.75,6.5,10.0,10.0,6.5,10.0,6.5,76.5
194,2011,2.51,1751.0,2,166.40444458,15.5294800033,24.0308040009,19.7801419735,8.50132379532,1.0,22.9167004,5.33333333333,0.0421666666667,3,3,3,0,0,7.0,7.0,6.5,7.0,6.5,10.0,10.0,6.5,10.0,6.5,77.0
195,2011,1.35,1519.0,2,169.565467621,15.7613519974,25.1503920441,20.4558721542,9.38903999329,6.0,28.7609997,4.15,0.01025,1,3,1,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
196,2011,0.6,1909.0,2,121.234087997,14.5137080231,22.2357719498,18.3747398376,7.72206382752,4.0,57.382,5.95,0.0245,0,3,0,0,3,7.5,7.5,7.5,7.5,7.25,10.0,10.0,7.5,10.0,7.5,82.25
197,2011,0.75,1666.0,2,165.583128723,15.5502360191,24.3968840408,19.9735599995,8.84664793015,5.0,11.1521997,5.95,0.0245,0,3,0,0,3,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
199,2011,1.85,1708.0,1,173.284256164,15.8159480324,25.1769959488,20.4964718819,9.36104793548,1.0,13.2531004,4.15,0.01025,1,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2011,0.8,1781.0,2,155.016711883,15.3447119751,23.4270080261,19.385860157,8.08229618072,3.0,28.9741993,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.25,7.5,7.5,7.5,10.0,10.0,7.25,10.0,7.5,82.0
201,2011,1.4,1795.0,2,153.4826362,15.2849160156,23.2773840637,19.2811499119,7.99246778488,6.0,7.6387701,5.33333333333,0.0421666666667,3,3,3,0,0,7.0,7.0,7.0,7.5,7.0,10.0,10.0,7.0,10.0,7.5,80.0
202,2011,1.55,1550.0,1,171.866003784,15.8359360237,25.3285959854,20.5822659969,9.49266023636,7.0,20.1455002,5.7,0.0245,3,3,3,0,3,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
203,2011,0.95,1885.0,2,142.523887848,15.0383000145,22.7980719986,18.9181859493,7.75977182388,7.0,15.9636002,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
204,2011,0.55,1626.0,2,167.138640381,15.5607040138,24.1379399795,19.8493220806,8.5772362709,6.0,31.9612999,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
205,2011,1.55,1580.0,2,175.600028259,15.944239975,25.4758599625,20.7100498676,9.53161954879,8.0,1.6733201,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
206,2011,1.05,1848.0,2,143.748528412,15.0680479889,22.8319519959,18.9499999046,7.76390399933,3.0,28.9417,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
207,2011,0.9,1488.0,1,178.107948578,16.2583360138,26.4262800293,21.3423078537,10.1679439545,3.0,15.4587002,4.15,0.01025,1,3,1,0,0,7.5,7.5,7.0,7.5,7.0,10.0,10.0,7.0,10.0,7.5,81.0
208,2011,1.1,1750.0,2,155.016711883,15.3447119751,23.4270080261,19.385860157,8.08229618072,6.0,21.0762997,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
209,2011,1.74,1660.0,2,172.205199493,15.7124199982,24.7712000199,20.2418099403,9.05878009796,8.0,28.8122997,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
210,2011,1.35,1678.0,2,172.205199493,15.7124199982,24.7712000199,20.2418099403,9.05878009796,2.0,17.0711002,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
211,2011,1.3,1519.0,2,212.501827637,16.5581839676,25.0404280472,20.7993060112,8.48224391937,3.0,35.7535019,5.35,0.0523333333333,3,3,3,0,1,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
214,2011,2.15,1340.0,2,195.889820343,18.2443959656,28.4830320358,23.3637140274,10.2386360169,2.0,12.5951996,5.41666666667,0.0498333333333,3,0,3,2,0,7.0,6.5,6.5,6.5,6.5,10.0,10.0,6.5,10.0,6.5,76.0
216,2011,0.85,1530.0,1,222.371456238,16.4764800072,25.2430199966,20.8597499847,8.76653938294,1.0,21.0592995,5.33333333333,0.0421666666667,3,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2011,1.45,1688.0,2,229.083291687,16.7058440285,25.7870080109,21.2464261055,9.08116397858,7.0,10.7110004,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,6.5,10.0,10.0,6.5,10.0,6.0,77.0
218,2011,4.35,1552.0,2,238.642732666,16.8651080627,26.3711480026,21.618128109,9.50604038239,1.0,8.0212898,5.4,0.038,3,0,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
219,2011,3.58,1533.0,2,242.892320496,17.1264120483,26.8163119812,21.971362114,9.68989982605,2.0,20.8516006,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
220,2011,6.53,1517.0,2,243.640908142,16.9721320419,26.6621719665,21.8171520233,9.69003982544,5.0,26.4934998,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,6.5,10.0,10.0,6.5,10.0,6.0,77.0
221,2011,2.22,1515.0,2,233.685044067,16.8005399895,26.0707119369,21.43562603,9.27017211914,7.0,18.8649006,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
222,2011,2.42,1449.0,2,239.931067505,17.2407919998,26.911492012,22.0761418343,9.67070026397,4.0,20.4340992,5.625,0.02175,3,3,3,0,0,7.0,7.0,7.0,7.0,6.5,10.0,10.0,6.5,10.0,6.0,77.0
223,2011,1.35,1505.0,2,237.570264099,16.9659960404,26.4804080048,21.7232017517,9.51441192628,2.0,16.0846004,5.4,0.038,3,0,3,0,0,6.375,6.5,6.25,6.75,6.25,10.0,10.0,6.25,10.0,6.5,74.875
224,2011,1.23,1622.0,2,230.386271851,16.7407479401,25.9115719604,21.3261600494,9.17082405091,6.0,14.2672997,5.33333333333,0.0421666666667,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
225,2011,1.35,1271.0,2,239.326024902,17.1880079956,27.0830479889,22.1355278015,9.89504013061,3.0,12.6311998,5.625,0.02175,3,3,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,6.5,10.0,6.5,78.0
226,2011,3.07,1556.0,2,235.336444214,16.8274480286,26.1781160202,21.502781868,9.35066795349,2.0,15.1873999,5.4,0.038,3,0,3,0,0,7.5,7.5,7.5,7.5,7.25,10.0,10.0,7.25,10.0,7.5,82.0
227,2011,1.89,1328.0,2,209.695844604,18.0368200302,28.1606280594,23.0987240791,10.1238080978,3.0,21.6025009,5.625,0.02175,3,3,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
228,2011,0.9,1732.0,2,205.801671753,15.7426959686,24.2041680222,19.973431921,8.46147165299,3.0,20.073,5.625,0.02175,3,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2011,1.0,1626.0,2,224.204124207,16.5672079887,25.6190840149,21.0931461334,9.05187568664,3.0,19.8558006,5.625,0.02175,3,3,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
230,2011,1.51,1404.0,2,231.109724853,17.2163839951,26.7515400009,21.9839619636,9.5351556778,8.0,34.0805016,5.33333333333,0.0421666666667,3,3,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,6.5,10.0,6.5,78.0
231,2011,5.67,1551.0,2,237.138032044,16.8640439606,26.3125040131,21.5882739067,9.44846019745,3.0,29.4659004,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2011,4.06,1585.0,2,225.34619104,16.5818079681,25.4402238922,21.0110159874,8.85841579437,3.0,7.8425398,5.4,0.038,3,0,3,0,0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
233,2011,4.6,1491.0,2,236.819416016,16.9576160431,26.4615959702,21.7096061706,9.50398025513,8.0,18.0877991,5.4,0.038,3,0,3,0,0,6.5,6.5,6.5,6.75,6.5,10.0,10.0,6.5,10.0,6.5,75.75
