"","SICA","DefectosTotales","ASNM","Luminosidad","prec1","prec2","prec3","prec4","prec7","dtr3","dtr6","OrientationNum","Slope","pH_avg","org_avg","Franco","Arcilloso","Arenoso","Cascajoso","PuntajeTotal"
"148",6617001207,3.6,1551,2,159.564041138,191.83211792,282.375317383,235.435560303,174.221160278,9.35900115967,9.02164077759,326.7680054,15.6904001,5.4,0.038,3,0,0,0,77.75
"149",6617001065,2.73,1593,2,165.087600098,206.260679932,288.965761719,244.165921631,204.589040527,9.61647987366,9.23295974731,87.3574982,27.7987003,5.625,0.02175,3,3,0,0,79
"150",6617000366,2.19,1659,2,154.532519531,180.592119751,273.250637207,234.240001221,167.313320312,8.93563842773,8.79796028137,196.5870056,21.6700993,5.4,0.038,3,0,0,0,82.375
"151",6617001133,1.95,1593,1,157.574639893,187.197518311,277.133599854,232.609319458,171.665239258,8.79592132568,8.72835922241,163.8869934,10.7445002,5.4,0.038,3,0,0,0,0
"152",6617001025,2.3,1474,2,163.254799805,204.405958862,287.253118896,234.499122314,180.429559326,9.66347885132,9.24108123779,240.5240021,17.8013992,5.4,0.038,3,0,0,0,76.75
"153",6617000958,1.7,1650,2,156.457359619,186.804240112,277.137799072,228.355839233,160.677480469,9.20944023132,8.97912025452,120.9639969,18.2994995,5.4,0.038,3,0,0,0,80.5
"154",6617001185,1.05,1680,2,146.977879639,170.476880493,256.873879395,217.339321289,142.720800171,8.46936035156,8.71152019501,328.67099,12.3069,5.4,0.038,3,0,0,0,80.5
"155",6617000866,1.62,1552,2,161.563201294,197.30276001,285.388918457,236.336119385,178.868000488,9.52552032471,9.12236022949,316.1229858,16.2908001,5.4,0.038,3,0,0,0,82.5
"156",6617000282,1.49,1786,2,152.690318604,178.612959595,266.191919556,228.445639038,163.953080444,8.38139915466,8.5370798111,63.1380997,34.9665985,5.4,0.038,3,0,0,0,0
"157",6617000242,1.29,1670,2,158.71500061,188.826040649,279.845356445,235.740960083,176.565239868,8.97356033325,8.80707931519,252.5249939,24.6406994,5.4,0.038,3,0,0,0,71
"158",6617000957,1.29,1711,2,152.894320068,180.200639038,270.35027832,223.438759766,151.290001221,8.96220016479,8.88391876221,56.3098984,9.9418097,5.4,0.038,3,0,0,0,0
"159",6617001313,3.98,1627,2,149.608359985,175.366680298,263.095998535,216.187600098,141.513959961,8.72419929504,8.8265209198,143.1300049,20.0321007,5.4,0.038,3,0,0,0,0
"160",6617000852,1.74,1700,2,151.382039185,177.101960449,266.785757446,223.393439941,150.739398804,8.75699996948,8.78728103638,0,0,5.4,0.038,3,0,0,0,80
"161",6617000738,2.54,1624,2,153.657518921,180.265679932,271.621882935,228.819119873,158.79855896,8.91627883911,8.82419967651,272.8619995,17.9780998,5.4,0.038,3,0,0,0,78
"162",6617001478,2.41,1750,2,143.304199829,166.070640259,247.636200562,208.284519043,133.516358948,8.30211925507,8.72343921661,196.4490051,23.9183998,5.4,0.038,3,0,0,0,0
"163",6631802859,1.15,1700,2,112.537080383,132.767480774,203.943239746,167.86104126,125.814440308,8.24012088776,8.82312011719,102.0950012,6.6171699,5.95,0.0245,0,3,0,3,0
"164",6631802214,3.1,1608,2,117.066000671,139.529079285,212.320358887,173.52223877,139.506560669,8.73171901703,9.36103916168,213.6900024,9.9418097,5.7,0.0245,3,3,0,3,76
"165",6631800505,0.85,1721,2,110.719600525,127.985958862,199.662441406,162.725360718,119.210359497,7.97232055664,8.44787979126,125.9420013,21.8166008,5.33333333333,0.0421666666667,3,3,0,0,82.5
"166",6631800514,1.45,1700,2,119.522720032,142.34447998,215.845921021,176.701800537,144.534560547,8.65364074707,9.20196151733,67.5035019,23.4655991,5.33333333333,0.0421666666667,3,3,0,0,80.5
"167",6631800066,0.55,1690,2,114.081481018,135.672400513,207.154558716,170.309680176,131.185759583,8.49828052521,9.14076042175,97.2531967,12.6591997,5.95,0.0245,0,3,0,3,82.5
"168",6631800185,1.84,1850,2,87.775,89.1578808594,157.549639282,114.084159851,73.9445601654,7.72379970551,7.91052055359,200.322998,25.0123005,5.95,0.0245,0,3,0,3,0
"169",6631801246,0.8,1755,2,116.0929599,136.243640747,210.25355896,171.626040039,135.622200012,8.67800045013,9.28883934021,20.7723007,14.1064997,5.33333333333,0.0421666666667,3,3,0,0,78
"170",6631800751,0.6,1447,2,123.045719604,147.395719604,221.644519653,178.529360352,155.047518921,8.99003982544,9.44672012329,182.0099945,24.8024006,4.15,0.01025,1,3,0,0,79
"171",6631802667,0.55,1886,1,116.577039795,134.704919739,210.180240479,172.11447876,134.188040771,8.49691963196,9.0302400589,79.0772018,13.2341003,5.33333333333,0.0421666666667,3,3,0,0,82.25
"172",6631800777,1.43,1610,2,117.57828125,141.275079041,213.576760864,173.513000488,142.193999634,8.88144016266,9.5154800415,310.7319946,21.0529003,5.7,0.0245,3,3,0,3,0
"173",6631802862,0.85,1684,2,112.537080383,132.767480774,203.943239746,167.86104126,125.814440308,8.24012088776,8.82312011719,168.6900024,4.7234902,5.95,0.0245,0,3,0,3,81
"174",6631800393,0.95,1700,1,116.480439758,138.159440002,210.28184082,174.169639282,135.411358948,8.32603931427,8.88112068176,215.1340027,7.6180801,5.33333333333,0.0421666666667,3,3,0,0,82.5
"175",6631800757,0.9,1463,2,123.659519043,150.088320923,222.631480103,177.103520508,158.765198364,9.25308036804,9.65416049957,325.125,18.0513,5.33333333333,0.0421666666667,3,3,0,0,82
"176",6631801270,1.6,1610,1,120.881759644,144.959840088,218.673040161,173.193439941,153.475921021,9.46568107605,10.0010004044,187.7449951,27.0695992,4.15,0.01025,1,3,0,0,77.75
"177",6631800573,3.3,1455,1,128.526519165,163.992999268,227.154720459,179.49711853,175.240840454,10.0328807831,10.0331192017,98.8002014,44.414299,4.15,0.01025,1,3,0,0,82
"178",6631800919,2.57,1548,2,120.494199829,145.302399292,218.081159668,175.546199341,149.773719482,9.00896072388,9.54184055328,313.2099915,10.3938999,4.15,0.01025,1,3,0,0,72
"179",6631802799,1.1,1561,2,121.13756073,147.93211853,219.028799438,173.440718994,154.038799744,9.39620018005,9.86083984375,262.875,11.0876999,5.7,0.0245,3,3,0,3,78
"180",6631803377,0.75,1400,1,128.526519165,163.992999268,227.154720459,179.49711853,175.240840454,10.0328807831,10.0331192017,91.569397,30.6124001,4.15,0.01025,1,3,0,0,82
"181",6631802246,1.35,1672,2,116.050518799,136.116958313,209.592120361,172.328800049,134.016360474,8.42872047424,8.99592113495,348.6900024,21.4291,5.33333333333,0.0421666666667,3,3,0,0,82.5
"182",6631802839,1.3,1644,2,115.82980011,138.463480225,210.246240234,172.816480713,136.181960144,8.60708045959,9.24748039246,127.875,2.64463,5.95,0.0245,0,3,0,3,77
"183",6631800877,1.06,1615,1,119.377199707,142.045280151,215.970201416,175.67855957,145.201239014,8.8213596344,9.39699935913,310.072998,18.4449005,5.33333333333,0.0421666666667,3,3,0,0,82.5
"184",6631803026,0.55,1838,2,104.53256012,118.631679687,188.598922119,150.663278809,105.343560486,7.69851970673,8.08551979065,93.7153015,32.0133018,5.33333333333,0.0421666666667,3,3,0,0,82.25
"185",6631800663,1.06,1841,2,114.072240295,132.097200623,204.599279785,168.484599609,126.259320374,7.96259975433,8.40367984772,93.2891998,19.4447002,5.25,0.0645,3,0,0,0,82.5
"186",6631801254,1.5,1808,2,113.502799988,131.585159607,205.302120972,167.085680542,127.096759644,8.38732051849,8.9474401474,74.5604019,23.8118,5.33333333333,0.0421666666667,3,3,0,0,80
"187",6631800854,1.4,1594,2,121.380240479,147.893041382,219.407481079,173.900040283,154.321600342,9.3619594574,9.82747936249,283.6270142,15.3827,5.33333333333,0.0421666666667,3,3,0,0,80
"188",6631801917,2.65,1563,2,121.472880554,148.117359009,219.559121704,174.938960571,153.7611203,9.22231864929,9.6849193573,88.8767014,11.6758003,5.33333333333,0.0421666666667,3,3,0,0,82.5
"189",6631800315,1.7,1845,2,104.53256012,118.631679687,188.598922119,150.663278809,105.343560486,7.69851970673,8.08551979065,113.1989975,18.7462006,5.33333333333,0.0421666666667,3,3,0,0,82
"190",6631803114,2.7,1703,1,116.124959717,134.899280396,208.976841431,171.943880615,132.487799072,8.28288078308,8.7932806015,353.0469971,9.4991903,5.33333333333,0.0421666666667,3,3,0,0,0
"191",6631800317,0.8,1841,2,104.53256012,118.631679687,188.598922119,150.663278809,105.343560486,7.69851970673,8.08551979065,98.4475021,22.4727001,5.33333333333,0.0421666666667,3,3,0,0,0
"192",6631800301,1.65,1849,2,104.678919983,118.782919312,189.044520264,150.619841309,105.595319519,7.74867916107,8.15124130249,134.3179932,25.7008991,5.33333333333,0.0421666666667,3,3,0,0,70.75
"193",6631800111,1.1,1648,2,117.385119934,140.988920288,213.163840942,173.75776062,141.29644043,8.81151866913,9.44384002686,261.4309998,16.6504993,5.95,0.0245,0,3,0,3,76.5
"194",6631801911,2.51,1751,2,116.480439758,138.159440002,210.28184082,174.169639282,135.411358948,8.32603931427,8.88112068176,18.4349003,22.9167004,5.33333333333,0.0421666666667,3,3,0,0,77
"195",6631802959,1.35,1519,2,118.483160706,140.32512085,214.85223999,173.095880127,144.839558716,9.11340045929,9.73336029053,211.1089935,28.7609997,4.15,0.01025,1,3,0,0,82.5
"196",6631801523,0.6,1909,2,92.3887597656,99.0071603394,167.508720703,125.302759399,82.27279953,7.66895961761,7.9488401413,125.5029984,57.382,5.95,0.0245,0,3,0,3,82.25
"197",6631800103,0.75,1666,2,115.82980011,138.463480225,210.246240234,172.816480713,136.181960144,8.60708045959,9.24748039246,170.5379944,11.1521997,5.95,0.0245,0,3,0,3,79
"198",6631802574,1.4,1595,1,117.573960571,139.237880249,213.320839844,172.531199341,141.955080566,9.00228023529,9.63883972168,0,0,4.15,0.01025,1,3,0,0,82.5
"199",6631801395,1.85,1708,1,120.651479797,142.503120422,218.134241333,175.927359619,149.502719727,9.10531997681,9.66439914703,3.94519,13.2531004,4.15,0.01025,1,3,0,0,0
"200",6631802787,0.8,1781,2,110.719600525,127.985958862,199.662441406,162.725360718,119.210359497,7.97232055664,8.44787979126,106.5790024,28.9741993,5.33333333333,0.0421666666667,3,3,0,0,82
"201",6631800293,1.4,1795,2,109.588639221,127.220801392,197.850720825,161.632442017,117.030839844,7.89140033722,8.36051940918,244.9830017,7.6387701,5.33333333333,0.0421666666667,3,3,0,0,80
"202",6631800807,1.55,1550,1,119.337319641,144.65355835,216.578519897,173.111919556,148.578039856,9.19892120361,9.76804065704,276.3399963,20.1455002,5.7,0.0245,3,3,0,3,82.5
"203",6631803042,0.95,1885,2,103.760639954,117.754440918,187.459158325,149.429599609,103.931080017,7.69347953796,8.08199882507,282.2650146,15.9636002,5.33333333333,0.0421666666667,3,3,0,0,82.5
"204",6631801887,0.55,1626,2,117.021519775,138.387238159,211.211079102,174.435040283,136.736240845,8.39524078369,8.95199966431,232.3860016,31.9612999,5.33333333333,0.0421666666667,3,3,0,0,82.5
"205",6631800916,1.55,1580,2,121.447640076,147.597441406,219.549279175,174.649200439,153.808080139,9.26323890686,9.73859882355,326.3099976,1.6733201,5.33333333333,0.0421666666667,3,3,0,0,82.5
"206",6631800382,1.05,1848,2,104.53256012,118.631679687,188.598922119,150.663278809,105.343560486,7.69851970673,8.08551979065,100.9810028,28.9417,5.33333333333,0.0421666666667,3,3,0,0,82.5
"207",6631801271,0.9,1488,1,123.041999817,149.98552063,220.881240845,173.014440918,161.54355896,9.87652015686,10.259680748,84.9576035,15.4587002,4.15,0.01025,1,3,0,0,81
"208",6631801846,1.1,1750,2,110.719600525,127.985958862,199.662441406,162.725360718,119.210359497,7.97232055664,8.44787979126,236.1430054,21.0762997,5.33333333333,0.0421666666667,3,3,0,0,82.5
"209",6631800490,1.74,1660,2,119.52559906,143.934080505,216.399401245,175.911079102,146.347159729,8.81620121002,9.37404060364,337.0230103,28.8122997,5.33333333333,0.0421666666667,3,3,0,0,82.5
"210",6631800499,1.35,1678,2,119.52559906,143.934080505,216.399401245,175.911079102,146.347159729,8.81620121002,9.37404060364,53.5835991,17.0711002,5.33333333333,0.0421666666667,3,3,0,0,82.5
"211",6638301650,1.3,1519,2,143.407518311,197.947880249,251.670357056,195.335760498,184.513800049,8.44416046143,8.47295951843,108.0270004,35.7535019,5.35,0.0523333333333,3,3,0,1,79
"212",6638300609,8.02,1449,2,140.985681763,198.357398682,249.066837769,189.25671936,176.419438477,8.4262008667,8.54611968994,0,0,5.41666666667,0.0498333333333,3,0,2,0,0
"213",6638300390,3.25,1455,2,140.073080444,195.204801025,246.798279419,187.858640137,173.665800171,8.16895866394,8.30343818665,0,0,5.41666666667,0.0498333333333,3,0,2,0,78
"214",6638301796,2.15,1340,2,135.825441895,202.005321045,233.391280518,173.299360352,168.610440063,10.196680069,9.58975982666,45,12.5951996,5.41666666667,0.0498333333333,3,0,2,0,76
"215",6638301460,1.8,1495,2,136.321439514,170.081400757,232.729960327,174.632839966,154.385440063,7.02472019196,7.15923881531,0,0,5.41666666667,0.0498333333333,3,0,2,0,75
"216",6644001432,0.85,1530,1,157.886240234,186.553840942,276.583360596,236.152840576,185.738320313,8.70111846924,8.60396003723,1.80874,21.0592995,5.33333333333,0.0421666666667,3,3,0,0,0
"217",6644000444,1.45,1688,2,161.177159424,195.01012146,283.100440674,237.541799316,194.7918396,9.05687904358,8.84215927124,279.8659973,10.7110004,5.4,0.038,3,0,0,0,77
"218",6644001752,4.35,1552,2,161.758480225,202.636281128,282.261040039,241.525081177,217.726680298,9.49707984924,9.251121521,18.4349003,8.0212898,5.4,0.038,3,0,0,0,82.5
"219",6644001444,3.58,1533,2,161.351800537,222.137639771,272.474880371,242.110160522,230.304199829,9.43428039551,9.60483932495,51.9112015,20.8516006,5.4,0.038,3,0,0,0,79
"220",6644000576,6.53,1517,2,163.29052063,212.304239502,281.856398926,245.042200317,226.591121216,9.60359954834,9.47015953064,178.6029968,26.4934998,5.4,0.038,3,0,0,0,77
"221",6644000662,2.22,1515,2,161.774078979,197.803080444,283.764318848,239.753560791,204.7009198,9.27584075928,9.00616073608,259.756012,18.8649006,5.4,0.038,3,0,0,0,79
"222",6644000575,2.42,1449,2,159.841520386,224.427479248,266.972600708,238.870679321,227.054398193,9.37207984924,9.60943984985,136.7619934,20.4340992,5.625,0.02175,3,3,0,0,77
"223",6644000742,1.35,1505,2,164.043960571,215.891439819,285.551881104,234.802120361,210.992280273,9.4194393158,9.31011962891,65.9558029,16.0846004,5.4,0.038,3,0,0,0,74.875
"224",6644000299,1.23,1622,2,161.597240601,195.481199341,284.084197998,239.229199829,196.008640747,9.1571598053,8.90231895447,239.348999,14.2672997,5.33333333333,0.0421666666667,3,3,0,0,82.5
"225",6644001263,1.35,1271,2,156.956242065,218.459240723,264.543239136,235.646160889,231.206480713,9.64096069336,9.76016044617,102.5289993,12.6311998,5.625,0.02175,3,3,0,0,78
"226",6644000655,3.07,1556,2,161.966120605,198.806640015,283.852039795,240.922719116,208.186880493,9.36223983765,9.07660102844,52.2750015,15.1873999,5.4,0.038,3,0,0,0,82
"227",6644000800,1.89,1328,2,144.66132019,207.380401001,226.477559204,211.669000854,191.288040161,9.97959899902,9.72676086426,76.3902969,21.6025009,5.625,0.02175,3,3,0,0,79
"228",6644002025,0.9,1732,2,150.771119995,175.613519287,261.349720459,226.832720337,163.154519653,8.22504043579,8.46335887909,93.8141022,20.073,5.625,0.02175,3,3,0,0,0
"229",6644000075,1,1626,2,158.725080566,187.556200562,279.76708252,239.523359985,184.270681152,9.00196075439,8.79195976257,86.7845001,19.8558006,5.625,0.02175,3,3,0,0,82.5
"230",6644000552,1.51,1404,2,160.663399658,224.845681152,273.17576416,224.751560059,205.901119995,9.28811836243,9.44892120361,322.7869873,34.0805016,5.33333333333,0.0421666666667,3,3,0,0,78
"231",6644000381,5.67,1551,2,162.606759033,200.237839966,284.781000977,242.873718872,210.432960205,9.46572113037,9.15036010742,67.6645966,29.4659004,5.4,0.038,3,0,0,0,0
"232",6644000909,4.06,1585,2,157.168079834,184.495958252,275.479277344,238.240476685,193.872600708,8.85215950012,8.67520141602,90,7.8425398,5.4,0.038,3,0,0,0,82.5
"233",6644000522,4.6,1491,2,164.215239258,215.257599487,286.332318115,234.346320801,208.621119995,9.41624069214,9.28904151917,313.9949951,18.0877991,5.4,0.038,3,0,0,0,75.75
"234",6644000485,2.95,1453,2,164.170999146,215.204360352,285.763881836,236.023399658,211.996480713,9.43100166321,9.30603981018,328.2409973,30.9780006,5.4,0.038,3,0,0,0,0
"235",6644000259,1.14,1748,2,152.503400269,178.201959229,263.977801514,228.218601074,170.07539917,8.19396018982,8.3806810379,223.8540039,29.8141994,5.4,0.038,3,0,0,0,79
"236",6644001488,4.17,1550,2,163.637399292,212.739158936,285.55052002,235.278959961,210.827000732,9.39768028259,9.25628089905,49.6001015,26.5674,5.4,0.038,3,0,0,0,82.5
"237",6644001767,3.08,1387,2,161.206080322,214.243439941,277.185881348,240.824958496,229.583960571,9.55719947815,9.54027938843,351.8699951,15.9849005,5.33333333333,0.0421666666667,3,3,0,0,0
"238",6644001395,1.95,1622,2,161.597240601,195.481199341,284.084197998,239.229199829,196.008640747,9.1571598053,8.90231895447,168.6900024,21.4291,5.33333333333,0.0421666666667,3,3,0,0,82.5
"239",6644000269,2.1,1705,2,152.503400269,178.201959229,263.977801514,228.218601074,170.07539917,8.19396018982,8.3806810379,319.6669922,15.7306995,5.4,0.038,3,0,0,0,82.5
"240",6644001399,0.93,1703,2,159.895759888,190.998961182,280.899277344,237.503399048,188.969360352,8.9220790863,8.74656105042,343.7799988,24.8960991,5.4,0.038,3,0,0,0,79
"241",6644000530,2.14,1555,2,162.680161743,201.965320435,285.806317139,234.354400635,195.337321167,9.14476013184,8.95524024963,214.6950073,17.7588005,5.4,0.038,3,0,0,0,82.5
"242",6644001486,7.48,1374,2,159.871599121,225.280319214,269.977000732,225.838878784,209.199841309,9.27284049988,9.47100067139,350.1340027,10.7110004,5.33333333333,0.0421666666667,3,3,0,0,76.125
"243",6644001148,2.69,1379,2,155.290518799,223.239880371,256.651639404,227.616401367,218.414880371,9.5422000885,9.68492126465,236.3099976,9.9418097,5.33333333333,0.0421666666667,3,3,0,0,76
"244",6644000305,2.18,1656,2,159.895759888,190.998961182,280.899277344,237.503399048,188.969360352,8.9220790863,8.74656105042,34.6952019,3.66504,5.33333333333,0.0421666666667,3,3,0,0,81.25
"245",6645600289,1.8,1545,1,119.780039978,149.285799561,216.830599976,178.215441895,148.973440552,8.77703952789,9.22740077972,247.9320068,9.1875801,5.33333333333,0.0421666666667,3,3,0,0,83.5
"246",6645600642,1.45,1578,0,118.746799316,146.9247995,215.235921021,178.054959106,145.554238892,8.64308071136,9.15303897858,268.0690002,19.8372993,4.15,0.01025,1,3,0,0,82.5
"247",6645602402,0.6,1587,2,118.97671936,147.352759399,215.359759521,178.947959595,145.727680969,8.54227924347,9.03335952759,148.5700073,18.8722992,5.33333333333,0.0421666666667,3,3,0,0,80
"248",6645600771,1.25,1539,1,122.961400452,155.11447998,221.090999146,178.180599976,158.309439697,9.11431884766,9.38475990295,84.8826981,28.5916004,5.33333333333,0.0421666666667,3,3,0,0,0
"249",6645600841,1.09,1736,2,121.225561218,148.116882324,217.768799438,180.468041382,148.680679016,8.33263969421,8.74903964996,313.3399963,21.5778999,5.33333333333,0.0421666666667,3,3,0,0,76.5
"250",6645601937,0.86,1711,2,122.711360168,147.416519775,218.785559082,181.734679565,148.956079712,8.11768054962,8.46516132355,291.5010071,23.3190994,5.33333333333,0.0421666666667,3,3,0,0,82.5
"251",6645600419,3.29,1608,2,118.746799316,146.9247995,215.235921021,178.054959106,145.554238892,8.64308071136,9.15303897858,288.8120117,21.2789001,4.15,0.01025,1,3,0,0,82.5
"252",6645600770,2.85,1636,2,122.628920593,154.476280518,220.656879883,178.608200073,157.110198364,9.00811958313,9.3035993576,352.3039856,31.1748009,5.33333333333,0.0421666666667,3,3,0,0,82.5
"253",6645601150,1.09,1558,2,122.580879822,149.446719971,220.674120483,178.941040039,153.937078857,8.77772045135,9.19543933868,182.9250031,29.0624008,4.15,0.01025,1,3,0,0,0
"254",6645602216,0.59,1591,2,120.272520447,151.114119873,217.574919434,177.886520386,151.300840149,8.96796035767,9.36336040497,241.4600067,14.7275,5.33333333333,0.0421666666667,3,3,0,0,79
"255",6645601017,1.23,1773,2,101.182520447,111.169640503,180.621921387,142.69059967,97.9851602173,7.47304058075,7.73327922821,174.7319946,29.8400993,4.15,0.01025,1,3,0,0,0
"256",6645601862,3.55,1756,2,101.182520447,111.169640503,180.621921387,142.69059967,97.9851602173,7.47304058075,7.73327922821,183.6139984,37.6413002,4.15,0.01025,1,3,0,0,81
"257",6657200556,0.95,1430,1,117.818200684,125.696839905,168.88472168,223.473881836,186.335321045,9.42363929749,8.66904067993,329.8259888,11.3927002,5.35,0.0523333333333,3,3,0,1,81
"258",6657200274,3.04,1138,1,141.326879883,137.174600525,186.967999878,233.627799683,180.214118958,10.7630405426,10.2877216339,209.2910004,20.8516006,5.35,0.0523333333333,3,3,0,1,76.25
"259",6657200823,1.27,1152,2,159.142118835,166.73631897,182.687839355,246.714839478,171.316238251,10.2887992859,10.1669197083,29.8355007,32.421299,5.35,0.0523333333333,3,3,0,1,72
"260",6657201021,1.92,1581,2,102.798439941,119.318680115,150.102560425,211.963999634,171.088319702,7.73704051971,7.50779914856,0,0,5.35,0.0523333333333,3,3,0,1,76
"261",6657201095,0.91,1493,1,106.326720886,121.105480347,160.073560181,215.480558472,179.657718506,7.94187927246,7.53180122375,131.4640045,45.6161995,5.35,0.0523333333333,3,3,0,1,82.75
"262",6657201116,6.49,1334,1,129.378919067,180.26947937,227.338400879,196.28684082,177.695639038,9.2178401947,8.74387931824,1.78991,37.8900986,5.35,0.0523333333333,3,3,0,1,0
"263",6657200140,7.55,1407,2,128.376959534,178.718601074,226.710359497,210.29920166,175.136799316,9.09255981445,8.63908004761,102.0110016,21.2726002,5.35,0.0523333333333,3,3,0,1,80.5
"264",6657200511,1.55,1356,1,129.378919067,180.26947937,227.338400879,196.28684082,177.695639038,9.2178401947,8.74387931824,7.3386102,47.1585999,5.35,0.0523333333333,3,3,0,1,77
"265",6657201154,1.46,1347,2,130.630440369,182.579840088,228.562560425,196.712640381,179.889960327,9.50712013245,8.89911842346,302.2290039,23.7777996,5.35,0.0523333333333,3,3,0,1,80.5
"266",6657201025,2.55,1305,1,127.638839722,175.649000854,225.565679321,193.673358765,173.699559937,8.91211891174,8.63780021667,6.4830699,19.7378006,5.35,0.0523333333333,3,3,0,1,82
"267",6657200967,0.95,1365,2,130.630440369,182.579840088,228.562560425,196.712640381,179.889960327,9.50712013245,8.89911842346,40.3465996,26.3050995,5.35,0.0523333333333,3,3,0,1,82.25
"268",6657200897,1.75,1387,1,135.646278992,190.849598389,232.736279297,199.332799683,186.09539978,10.4070396423,9.31735992432,36.0694008,22.0955009,5.35,0.0523333333333,3,3,0,1,79
"269",6657200470,0.79,1784,2,116.351640015,148.167679443,206.609760132,184.697439575,136.616800232,6.92088127136,7.09664058685,113.552002,34.5828018,5.35,0.0523333333333,3,3,0,1,81.75
"270",6657201087,2.2,1251,1,137.641519165,194.711801147,234.636400757,206.469799805,188.296558838,10.4622001648,9.17516136169,288.0830078,22.6674995,5.35,0.0523333333333,3,3,0,1,79
"271",6657201100,2.65,1506,2,129.274040527,182.914680176,227.150840454,203.508080444,178.342441406,8.86348152161,8.37203979492,288.868988,18.6863995,5.35,0.0523333333333,3,3,0,1,82.25
"272",6657201158,7.51,1268,2,143.602639771,200.475319824,237.567438965,207.814760132,188.630840454,10.9975204468,9.25316047668,25.0168991,7.6387701,5.35,0.0523333333333,3,3,0,1,79
"273",6657200889,2.06,1309,2,127.638839722,175.649000854,225.565679321,193.673358765,173.699559937,8.91211891174,8.63780021667,344.2489929,39.3791008,5.35,0.0523333333333,3,3,0,1,82
"274",6657201137,3.39,1321,2,142.390401306,198.023040161,237.247720337,207.866798706,189.200959473,10.9923191071,9.36524009705,0,0,5.35,0.0523333333333,3,3,0,1,0
"275",6657201165,4.91,1000,2,136.907519836,194.53092041,233.909039917,203.283881226,187.771439209,10.3903999329,9.16275978088,350.9809875,27.3316002,5.35,0.0523333333333,3,3,0,1,0
"276",6659404436,0.75,1659,1,117.523119812,113.912720032,137.706919556,207.955280762,132.474360352,9.83996009827,9.75223922729,92.9608994,25.1998997,4.15,0.01025,1,3,0,0,0
"277",6659401055,1.85,1604,2,119.483800354,114.413200073,139.025639954,208.60920105,129.284438782,10.023481369,9.93208026886,66.8013992,12.1869001,5.4,0.038,3,0,0,0,82.5
"278",6659405607,1.22,1607,1,118.271959534,118.309880066,140.898079834,214.698719482,144.788359375,9.85260009766,9.69331932068,272.8909912,21.8792,5.33333333333,0.0421666666667,3,3,0,0,82.25
"279",6659403382,1.3,1840,1,94.9083999634,102.568200378,116.457039795,187.74171875,121.834959717,8.39311981201,8.25856018066,209.7980042,28.6434002,5.1,0.013,3,0,0,0,81.5
"280",6659408768,0.75,1931,2,90.1408798218,98.0832803345,109.985599976,180.19460022,110.025440674,8.29027938843,8.15227985382,88.7269974,10.3341999,5.1,0.058,3,0,0,0,0
"281",6659402350,1.92,1762,2,98.3606799316,104.961200867,119.805999451,192.028161621,128.221559143,8.5637588501,8.42427921295,313.8070068,15.3795004,5.33333333333,0.0421666666667,3,3,0,0,75
"282",6659403875,1.09,1652,2,113.294720154,115.238280334,136.224079285,209.608358154,145.849799194,9.39859962463,9.27939987183,313.4930115,12.2862997,5.4,0.038,3,0,0,0,0
"283",6659400394,2.61,1800,2,94.940640564,102.643120117,117.280279846,187.945320435,122.0261203,8.3534412384,8.22460079193,75.1735001,15.9057999,5.4,0.038,3,0,0,0,0
"284",6659403433,0.75,1885,2,95.6663998413,103.313880005,117.286720581,188.941680908,123.82368042,8.42263889313,8.28656005859,129.6849976,13.8970003,5.1,0.013,3,0,0,0,78.5
"285",6659400595,7,1820,2,102.799199829,106.990080261,124.804639893,196.042520142,132.129199219,8.77400112152,8.6464805603,34.6952019,7.3003402,5.4,0.038,3,0,0,0,0
"286",6659401085,2.09,1706,1,115.296640015,111.92368042,135.617878418,204.902280884,131.060200195,9.65732002258,9.57971954346,57.8476982,33.8181992,5.4,0.038,3,0,0,0,82
"287",6659405957,0.59,1714,1,98.3606799316,104.961200867,119.805999451,192.028161621,128.221559143,8.5637588501,8.42427921295,0,15.8323002,5.33333333333,0.0421666666667,3,3,0,0,74.75
"288",6659405357,4.03,1260,1,131.501519165,124.820881042,164.940240479,210.941519775,155.799440613,11.2443199158,10.6989994049,68.9625015,31.8274002,4.15,0.01025,1,3,0,0,71
"289",6659400292,1.1,1748,1,86.0520797729,95.1918005371,105.254360046,174.792201538,102.743520203,8.17071914673,8.04387950897,272.6029968,10.1170998,5.1,0.013,3,0,0,0,82.5
"290",6659403477,2.25,1523,1,120.441480103,120.117881165,144.238120117,217.456200562,145.286160889,10.0681209564,9.82128047943,79.2611008,25.5622997,5.1,0.013,3,0,0,0,81.5
"291",6659403440,3.45,1595,1,92.237840271,101.866079712,113.835799561,185.595119629,120.111240845,8.2668800354,8.13867950439,184.1849976,9.4553499,5.1,0.013,3,0,0,0,82.5
"292",6659403668,0.8,1950,2,102.12428009,107.339040222,125.454320679,196.288520508,132.668000793,8.66291999817,8.53116035461,141.8090057,37.7099991,5.4,0.038,3,0,0,0,82.25
"293",6659401143,1.1,1762,1,109.074360352,109.096239624,130.387078857,200.127279053,133.336318665,9.19540023804,9.09872055054,338.9620056,9.6078596,5.4,0.038,3,0,0,0,78.25
"294",6659403648,0.2,1841,2,102.12428009,107.339040222,125.454320679,196.288520508,132.668000793,8.66291999817,8.53116035461,233.7460022,8.5706501,5.1,0.013,3,0,0,0,80.75
